"code","funding","fundpop","fundeq","fundpov","fundter","pop","popurb","cases","shp2","dep","mun","area","party","trfpop","dens","infpop","quintile","grp","agr"
301,2203863.45,649165.97791629,182919.845496183,1101214.34123706,270563.292913633,218410,72.4,6582,175,"San Miguel","San Miguel",593.98,"FMLN-CD",10.0904878439632,0.367705983366443,30.135982784671,5,1,1
307,817707.93,461918.840371064,182919.845496183,152362.226626373,20507.020532967,13290,42.1,90,176,"San Miguel","San Rafael Oriente",45.02,"FMLN",61.5280609480813,0.295202132385606,6.77200902934537,4,2,3
306,776641.4,340615.467112799,182919.845496183,160501.081875867,92604.9977021812,10705,9.8,52,177,"San Miguel","Sesori",203.3,"PDC-PCN",72.5494068192433,0.052656173143138,4.85754320411023,4,2,3
318,355164.36,124081.877349474,182919.845496183,31572.9908563567,16589.6399513696,3351,38.7,22,178,"San Miguel","Uluazapa",36.42,"PCN",105.98757385855,0.092009884678748,6.56520441659206,1,5,5
112,900895.18,555403.143547418,182919.845496183,147212.425561427,15359.7683734262,21267,90,143,179,"San Salvador","Aguilares",33.72,"GANA",42.3611783514365,0.630693950177936,6.72403253867494,4,2,3
109,1049201.78,370849.597168854,182919.845496183,471818.741269664,23613.5942965129,131286,100,1172,180,"San Salvador","Apopa",51.84,"ARENA",7.99172630745091,2.53252314814815,8.92707524031504,5,2,3
118,936651.62,647005.66671579,182919.845496183,102895.280844491,3830.83035944586,34710,100,575,181,"San Salvador","Ayutuxtepeque",8.41,"ARENA",26.9850653990205,4.12722948870392,16.5658311725727,4,1,1
102,1046090.57,373172.946384486,182919.845496183,474774.653162046,15223.1148647658,120200,93.3,1040,183,"San Salvador","Ciuad Delgado",33.42,"ARENA",8.70291655574043,3.5966487133453,8.6522462562396,5,2,3
105,1410101.8,976299.893527856,182919.845496183,248422.320239209,2459.75315588676,66400,100,669,182,"San Salvador","Cuscatancingo",5.4,"ARENA",21.2364728915663,12.2962962962963,10.0753012048193,5,3,2
116,788300.1,412241.92951051,182919.845496183,135976.487783365,57161.8356726351,14551,46.2,47,184,"San Salvador","El Paisnal",125.49,"FMLN",54.1749776647653,0.115953462427285,3.23001855542574,4,2,3
117,948341.35,574112.228283824,182919.845496183,162316.120055401,28993.1544207763,22906,62.1,123,185,"San Salvador","Guazapa",63.65,"PCN",41.4014384877325,0.35987431264729,5.36977211211037,4,2,3
107,767669.19,307857.58173918,182919.845496183,261117.4924505,15774.2810163627,103862,100,1365,186,"San Salvador","Ilopango",34.63,"ARENA",7.39124212897884,2.99919145249783,13.1424390056036,4,1,1
103,1102355.15,492030.689415769,182919.845496183,417328.74927982,10075.862705225,140751,100,2599,188,"San Salvador","Mejicanos",22.12,"FMLN",7.83195252609218,6.3630650994575,18.4652329290733,5,1,1
108,1111003.58,649206.734920073,182919.845496183,240905.760651269,37971.236939763,29458,56.1,268,189,"San Salvador","Nejapa",83.36,"FMLN",37.7148340009505,0.353382917466411,9.09769841808677,5,3,2
111,1369667.34,771729.529374847,182919.845496183,374035.808464191,40982.1562472466,41260,39.2,348,190,"San Salvador","Panchimalco",89.97,"FMLN",33.1960092098885,0.458597310214516,8.43431895298109,5,3,2
119,621628.18,314229.809997258,182919.845496183,106608.904722933,17869.6248158218,11377,44.4,71,191,"San Salvador","Rosario de Mora",39.23,"FMLN",54.6390243473675,0.290007647208769,6.24066098268436,3,2,3
106,1466071.32,1017535.97568834,182919.845496183,258914.961810416,6700.53404131375,63209,100,779,192,"San Salvador","San Marcos",14.71,"FMLN",23.1940280656236,4.29700883752549,12.3241943394137,5,3,2
110,1494163.09,960080.594939196,182919.845496183,325727.029330202,25435.6310786512,72758,90.7,580,193,"San Salvador","San Martín",55.84,"ARENA",20.5360659996152,1.30297277936963,7.97163198548613,5,2,3
101,2823257.15,1410810.66277182,182919.845496183,1196616.11974033,32910.5350023738,316090,100,8253,194,"San Salvador","San Salvador",72.25,"ARENA",8.93181419848777,4.37494809688581,26.1096523142143,5,1,1
115,835804.94,498144.769983222,182919.845496183,140838.193264257,13902.1409477155,19428,63.7,138,195,"San Salvador","Santiago Texacuangos",30.52,"ARENA",43.0206372246243,0.636566186107471,7.10315009264978,4,2,3
114,931299,582821.401425463,182919.845496183,154479.776169162,11077.9784354011,25344,74,349,196,"San Salvador","Santo Tomás",24.32,"ARENA",36.7463304924242,1.04210526315789,13.7705176767677,4,3,2
104,1459561.35,886956.18015246,182919.845496183,376147.593695299,13537.7315912879,241403,100,4731,197,"San Salvador","Soyapango",29.72,"ARENA",6.04616077679234,8.12257738896366,19.5979337456453,5,1,1
113,1153604.1,742983.154956872,182919.845496183,196931.457479356,30769.6400333612,90896,86,579,198,"San Salvador","Tonacatepeque",67.55,"ARENA",12.6914726720648,1.34561065877128,6.3699172680866,5,2,3
1304,1005933.41,557818.203521562,182919.845496183,210279.180488526,54916.1720136496,18342,26.5,134,199,"San Vicente","Apastepeque",120.56,"ARENA",54.8431692290917,0.1521400132714,7.30563733507796,4,2,3
1310,430695.53,189706.353440135,182919.845496183,48271.3261080624,9798.00357094893,5486,67.8,34,200,"San Vicente","Guadalupe",21.51,"FMLN",78.508117025155,0.255044165504417,6.19759387531899,2,2,3
1313,351227.42,129516.624520543,182919.845496183,32955.8756598105,5835.07181979804,3631,50.8,32,210,"San Vicente","Nuevo Tepetitán",12.81,"FMLN",96.7302175709171,0.283450429352069,8.81299917378133,1,5,5
1312,415106.14,173062.470228735,182919.845496183,51375.6165262323,7748.21094104329,5103,31.6,25,201,"San Vicente","San Cayetano Istepeque",17.01,"ARENA",81.345510484029,0.3,4.89907897315305,2,2,3
1305,358061.57,111242.311157823,182919.845496183,28305.9261331968,35593.4818890725,5661,44.6,18,202,"San Vicente","San Esteban Catarina",18.71,"FMLN",63.2505864688218,0.302565473009086,3.17965023847377,1,2,3
1306,653530.83,295649.794106165,182919.845496183,112843.409961838,62117.7789200514,7799,28,17,203,"San Vicente","San Ildefonso",61.83,"ARENA",83.7967470188486,0.12613617984797,2.1797666367483,3,4,4
1308,463587.37,209848.85114291,182919.845496183,62296.0907397573,8522.57082345209,6055,34,7,204,"San Vicente","San Lorenzo",124.46,"ARENA",76.5627365813377,0.048650168728909,1.15606936416185,2,4,4
1303,720388.1,397048.433850389,182919.845496183,112255.69017037,28164.1291349034,14411,45.5,105,205,"San Vicente","San Sebastián",16.41,"ARENA",49.9887655263341,0.878184034125533,7.28610089514954,4,2,3
1301,1561299.29,928504.762675284,182919.845496183,328139.872346645,121734.805631618,53213,69,611,206,"San Vicente","San Vicente",267.25,"ARENA",29.3405613289986,0.1991131898971,11.4821566158645,5,3,2
1307,431403.24,143205.369957674,182919.845496183,48585.35609468,56692.6576262345,5349,17.7,22,207,"San Vicente","Santa Clara",78.14,"ARENA",80.651194615816,0.06845405682109,4.11291830248645,2,2,3
1311,449022.46,213381.434804105,182919.845496183,45246.262475507,7474.90392372254,6445,34.5,43,208,"San Vicente","Santo Domingo",136.37,"GANA",69.6698929402638,0.047261127814035,6.67183863460047,2,2,3
1302,1017494.12,511932.024012829,182919.845496183,192981.596821991,129660.65913392,23893,43.8,95,209,"San Vicente","Tecoluca",284.65,"ARENA",42.5854484577073,0.083938169682066,3.97605993387184,5,2,3
1309,461709.84,214502.347408138,182919.845496183,54580.7373988208,9706.90123184201,6257,39.2,38,211,"San Vicente","Verapaz",24.31,"ARENA",73.7909285600128,0.25738379267791,6.07319801821959,2,2,3
207,1010643.33,596489.763360702,182919.845496183,189723.173566352,41510.5418140668,22686,35.9,112,212,"Santa Ana","Candelaria de la Frontera",91.13,"ARENA",44.5492078815128,0.248941073192143,4.93696552940139,4,2,3
202,1606158.51,880808.130415188,182919.845496183,466925.347074525,75505.1906518129,74038,64.4,828,213,"Santa Ana","Chalchuapa",165.76,"ARENA",21.6937047191982,0.446657818532819,11.1834463383668,5,3,2
204,1534105.27,908233.186127196,182919.845496183,385170.915787836,57781.3235785621,36768,36.3,125,214,"Santa Ana","Coatepeque",126.85,"ARENA",41.7239248803307,0.289854158454868,3.3996953872933,5,2,3
205,931350.04,551001.007138852,182919.845496183,155781.990609081,41647.1953227271,24219,60.3,119,215,"Santa Ana","El Congo",91.43,"GANA",38.45534662868,0.264891173575413,4.91349766712086,4,2,3
211,482291.92,212396.388879349,182919.845496183,63052.3491478961,23923.3382494764,8232,11.2,43,216,"Santa Ana","El Porvenir",52.52,"PCN",58.5874538386783,0.156740289413557,5.22351797862002,2,2,3
212,408395.69,139706.755466298,182919.845496183,53323.1838744299,32445.9090729285,3393,14.7,8,219,"Santa Ana","Masahuat",71.23,"PCN",120.364188034188,0.04763442369788,2.35779546124374,2,4,4
203,2009031.06,1017994.5294809,182919.845496183,503672.629820472,304444.058827495,59004,32.8,435,220,"Santa Ana","Metapán",668.36,"PCN",34.0490654870856,0.088281764318631,7.37238153345536,5,2,3
213,370278.08,130501.6704453,182919.845496183,33206.5282179366,23650.0312321557,3279,39.6,10,221,"Santa Ana","San Antonio Pajonal",51.92,"FMLN",112.924086611772,0.063154853620955,3.04971027752364,1,4,4
209,481778.77,210086.625331644,182919.845496183,71276.195494686,17496.1012254834,18566,94.2,218,222,"Santa Ana","San Sebastián Salitrillo",42.32,"ARENA",25.94951901325,0.438705103969754,11.741893784337,2,3,2
201,1993460.67,716604.285675295,182919.845496183,911710.121514586,182226.408798611,245421,83.3,3947,223,"Santa Ana","Santa Ana",400.05,"ARENA",8.12261652425832,0.61347581552306,16.0825683213743,5,1,1
210,493312.22,223809.339938594,182919.845496183,66440.4244163581,20142.6111765394,4930,8.7,20,224,"Santa Ana","Santa Rosa Guachipilín",38.41,"ARENA",100.063330628803,0.128351991668836,4.05679513184584,2,4,4
208,622484.28,324080.269244821,182919.845496183,96207.0185607031,19277.1489550237,5196,27.6,5,225,"Santa Ana","Santiago de la Frontera",44.22,"ARENA",119.800669745958,0.117503392130258,0.962278675904542,3,4,4
206,975891.72,554638.877226487,182919.845496183,156810.51524415,81522.4671498247,17923,17.4,79,226,"Santa Ana","Texistepeque",178.97,"PCN",54.4491279361714,0.100145275744538,4.40774423924566,4,2,3
603,1711256.5,971690.553183393,182919.845496183,480762.836576586,75883.2563591066,52359,48.2,304,227,"Sonsonate","Acajutla",166.59,"ARENA",32.6831394793636,0.314298577345579,5.80606963463779,5,2,3
604,1065723.15,647087.190723356,182919.845496183,205816.496091547,29899.6156948902,34912,68.7,119,228,"Sonsonate","Armenia",65.64,"ARENA",30.5259839023831,0.531870810481414,3.40857011915674,5,2,3
613,520272.58,227206.056920512,182919.845496183,86719.8543778414,23426.8375013437,9139,17.6,33,229,"Sonsonate","Caluco",51.43,"PCN",56.9288302877777,0.177697841726619,3.61089834774045,2,2,3
611,664508.62,314814.043718148,182919.845496183,133508.898805952,33265.8301248908,12676,23.7,34,230,"Sonsonate","Cuisnahuat",73.03,"PCN",52.4225796781319,0.173572504450226,2.68223414326286,3,2,3
602,1740771.96,927217.403139137,182919.845496183,550510.655897871,80124.0472445335,70959,56.1,264,231,"Sonsonate","Izalco",175.9,"ARENA",24.5320813427472,0.403405343945424,3.72045829281698,5,2,3
606,1072775.43,639505.728019715,182919.845496183,203405.086653024,46944.7673417944,24465,56.4,153,232,"Sonsonate","Juayúa",103.06,"PCN",43.8493942366646,0.237385988744421,6.25383200490497,5,2,3
610,615976.91,321872.413206574,182919.845496183,95551.5906069828,15633.075390747,10417,68.4,41,233,"Sonsonate","Nahuizalco",34.32,"FMLN",59.1318911394835,0.303525641025641,3.93587405203033,3,2,3
605,1461125.51,816739.358302245,182919.845496183,445332.174049761,16134.128255835,49081,70.7,210,234,"Sonsonate","Nahulingo",35.42,"ARENA",29.7696768606997,1.38568605307736,4.27864142947373,5,2,3
615,370727.09,138280.140333892,182919.845496183,41050.0799937766,8477.01965389863,5484,36.8,55,235,"Sonsonate","Salcoatitán",18.61,"FMLN",67.6015846097739,0.294680279419667,10.0291757840992,1,2,3
609,890396.19,542624.707861442,182919.845496183,153413.798508166,11437.8356748734,26902,74.3,196,236,"Sonsonate","San Antonio del Monte",25.11,"GANA",33.0977693108319,1.07136598964556,7.28570366515501,4,2,3
607,797685.49,419456.549180104,182919.845496183,158121.37115159,37187.7628234435,18648,50.7,62,237,"Sonsonate","San Julián",81.64,"FMLN",42.7759271771772,0.228417442430181,3.32475332475332,4,2,3
612,544147.22,259203.074890182,182919.845496183,87939.9548763054,14084.3456259294,10076,42.5,37,238,"Sonsonate","Santa Catarina Masahuat",30.92,"PDC",54.0042894005558,0.325873221216041,3.6720921000397,3,2,3
614,635682.03,305670.099202824,182919.845496183,103704.85163568,43387.2439996692,10241,7.9,37,239,"Sonsonate","Santa Isabel Ishuatán",95.25,"ARENA",62.0722614979006,0.107517060367454,3.6129284249585,3,2,3
616,480867.23,212973.834766275,182919.845496183,72255.7384804658,12717.8105393256,7055,32.3,21,240,"Sonsonate","Santo Domingo",27.92,"FMLN",68.1597774627924,0.252686246418338,2.97661233167966,2,2,3
601,1529486.41,792517.401304186,182919.845496183,448129.632370914,105919.525562657,71541,68.7,795,241,"Sonsonate","Sonsonate",232.53,"ARENA",21.3791589438224,0.307663527286802,11.1125089109741,5,3,2
608,678505.52,413770.452152373,182919.845496183,77988.9486031184,3826.27824249052,25005,100,279,242,"Sonsonate","Sonzacate",8.4,"FMLN",27.1347938412318,2.97678571428571,11.1577684463107,3,3,2
512,715089.7,373111.805878811,182919.845496183,140650.928134623,18407.1246165526,11712,13.2,70,243,"Usulután","Alegría",40.41,"FMLN",61.056156079235,0.289829250185598,5.97677595628415,4,2,3
503,979681.04,548799.928934569,182919.845496183,181019.645772114,66941.6207757626,17787,55,105,244,"Usulután","Berlín",146.96,"GANA",55.0784865351099,0.121032934131737,5.90318772136954,4,2,3
523,295355.33,78124.37058412,182919.845496183,23192.134516258,11118.9774879992,2628,62.6,38,245,"Usulután","California",24.41,"FMLN",112.387872907154,0.107660794756247,14.4596651445967,1,5,5
513,732094.72,359446.832860554,182919.845496183,135499.673491757,54228.3623533924,12197,26.4,63,246,"Usulután","Concepción Batres",119.05,"ARENA",60.02252357137,0.102452750944981,5.16520455849799,4,2,3
518,507072.73,240113.561451802,182919.845496183,71280.5162284468,12758.8095919237,6119,31.4,38,248,"Usulután","Ereguayquín",28.01,"FMLN",82.8685618565125,0.218457693680828,6.21016505965027,2,2,3
510,620595.23,312293.687317565,182919.845496183,92708.0277923808,32673.6649206958,9015,43,25,249,"Usulután","Estanzuelas",71.73,"ARENA",68.8402917359956,0.125679631953158,2.77315585135885,3,2,3
502,1707726.55,895108.290909064,182919.845496183,433834.05509021,195864.356962916,47784,42.4,324,250,"Usulután","Jiquilisco",429.99,"GANA",35.7384595262012,0.111128165771297,6.78051230537418,5,2,3
505,787266.2,475797.805159182,182919.845496183,112100.113754981,16448.4343257539,18442,56.8,234,251,"Usulután","Jucuapa",36.11,"FMLN",42.6887647760547,0.510717252838549,12.6884285869212,4,3,2
507,779518.15,342266.270766011,182919.845496183,145151.065557529,109180.971302685,13424,8.5,23,252,"Usulután","Jucuarán",239.69,"FMLN",58.0689921036949,0.056005673995578,1.71334922526818,4,2,3
511,771932.01,407442.369815059,182919.845496183,153592.422170279,27977.3723397342,13092,23.7,94,253,"Usulután","Mercedes Umaña",61.42,"FMLN",58.9621150320807,0.213155323998697,7.17995722578674,4,2,3
520,570242.22,250745.261605206,182919.845496183,95704.2798665309,40872.8354403183,7451,17.6,57,254,"Usulután","Nueva Granada",89.73,"ARENA",76.5323070728761,0.083038002897582,7.64997986847403,3,2,3
509,670714,349603.161446955,182919.845496183,115315.319673011,22875.6713497469,12443,40.9,53,255,"Usulután","Ozatlán",50.22,"ARENA",53.9029173029012,0.247769812823576,4.25942296873744,3,2,3
515,851564.32,461368.575819993,182919.845496183,130440.627835788,76835.2788027738,16584,57.9,87,256,"Usulután","Puerto El Triunfo",168.68,"FMLN",51.3485479980704,0.098316338629357,5.24602026049204,4,2,3
508,388392.43,118239.540140575,182919.845496183,40115.187923525,47117.8577860975,6518,47.9,21,257,"Usulután","San Agustín",103.44,"FMLN",59.5876695305308,0.063012374323279,3.2218471923903,2,2,3
522,376813.45,139706.755466298,182919.845496183,41473.5819023344,12713.2584223703,4726,19.9,74,258,"Usulután","San Buenaventura",27.91,"FMLN",79.7320038087177,0.169329989251164,15.6580617858654,1,5,5
517,568951.85,234305.183412721,182919.845496183,99366.0449398431,52360.7744017006,4945,25.9,17,259,"Usulután","San Dionisio",114.95,"ARENA",115.055985844287,0.043018703784254,3.43781597573306,3,4,4
514,452354.67,185766.16974111,182919.845496183,63024.9811674111,20643.6740416274,5409,18.5,23,260,"Usulután","San Francisco Javier",45.32,"FMLN",83.63,0.119351279788173,4.2521723054169,2,2,3
506,788334.49,452472.582244349,182919.845496183,127925.500787006,25016.5563187594,17342,29.9,186,261,"Usulután","Santa Elena",54.92,"ARENA",45.4581069080844,0.315768390386016,10.7254065275055,4,3,2
519,531053.83,273197.532855686,182919.845496183,69515.8932761228,5420.55917686156,10731,76.4,107,262,"Usulután","Santa María",11.9,"ARENA",49.4878231292517,0.901764705882353,9.97111173236418,3,3,2
504,828321.09,528592.891809138,182919.845496183,99631.1032771718,17177.2430386092,18201,78.8,344,263,"Usulután","Santiago de María",37.71,"GANA",45.5096472721279,0.482657120127287,18.9000604362398,4,1,1
516,554165.13,269257.34915666,182919.845496183,79932.1952175552,22055.7502977846,7697,46.2,59,264,"Usulután","Tecapán",48.42,"FMLN",71.9975483954788,0.158963238331268,7.66532415226712,3,2,3
501,1491212.52,873987.535115496,182919.845496183,370647.743195729,63657.3944509583,73064,70.5,1106,265,"Usulután","Usulután",139.75,"ARENA",20.4096753531151,0.522819320214669,15.1374137742253,5,1,1
521,452024.5,200100.289404805,182919.845496183,50916.095169668,18088.2664296784,6924,44.4,68,247,"Usulután","Villa El Triunfo",39.71,"ARENA",65.2837232813403,0.17436414001511,9.8209127671866,2,2,3
